Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,City,Kind,Postal code,Public name,Station type,Status,year,month,day,hour,minute
22 place de l'Europe,0,0,0,0,Alfortville,STATION,94140,Alfortville/Europe/22,station,closed,2018,4,5,22,22
2 rue de Fleurus,3,3,1,0,Paris,STATION,75006,Paris/Fleurus/2,station,ok,2018,4,5,17,57
10 avenue Ãlise Deroche,2,2,0,0,Le Bourget,STATION,93350,Le Bourget/Ãlise Deroche/10,station,ok,2018,4,4,14,56
66 rue de la JonquiÃ¨re,0,0,0,0,Paris,STATION,75017,Paris/JonquiÃ¨re/66,station,ok,2018,4,1,14,29
2 avenue FranÃ§ois Mauriac,5,5,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/FranÃ§ois Mauriac/2,station,ok,2018,4,9,17,32
178 Avenue GalliÃ©ni,5,5,0,0,Saint-MandÃ©,SPACE,94160,Saint-MandÃ©/GalliÃ©ni/178,full_station,ok,2018,4,3,4,45
101 Avenue du GÃ©nÃ©ral Leclerc,5,5,0,0,Paris,STATION,75014,Paris/Leclerc/101,station,ok,2018,4,4,2,35
8 avenue George Sand,2,2,0,0,Saint-Denis,STATION,93200,Saint-Denis/George Sand/8,station,ok,2018,4,4,15,51
37 quai de Grenelle,0,0,0,0,Paris,STATION,75015,Paris/Grenelle/37,station,ok,2018,4,8,15,57
12 rue Larmeroux,1,1,0,0,Vanves,STATION,92170,Vanves/Larmeroux/12,station,ok,2018,4,1,3,0
2 avenue de la RÃ©publique,5,5,0,0,Clamart,STATION,92140,Clamart/RÃ©publique/2,station,ok,2018,4,1,23,51
2 Rue des EntrepÃ´ts,3,3,0,1,Saint-Ouen,STATION,93400,Saint-Ouen/EntrepÃ´ts/2,station,ok,2018,4,8,11,54
1 Rue RenÃ© Jacques,2,2,0,1,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,station,ok,2018,4,4,15,10
255 Avenue Jean JaurÃ¨s,2,2,0,0,Clamart,STATION,92140,Clamart/Jean JaurÃ¨s/255,station,ok,2018,4,7,8,49
204 rue dâEstienne dâOrves,4,4,0,1,VerriÃ¨res-le-Buisson,STATION,91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,station,ok,2018,4,1,7,45
2 avenue de la RÃ©publique,6,6,0,0,Clamart,STATION,92140,Clamart/RÃ©publique/2,station,ok,2018,4,8,21,34
64 Boulevard Maurice Barres,0,0,0,0,Neuilly-sur-Seine,STATION,92200,Neuilly-sur-Seine/Maurice Barres/64,station,ok,2018,4,7,18,24
33 boulevard Carnot,1,1,0,0,Bourg-la-Reine,STATION,92340,Bourg-la-Reine/Carnot/33,station,ok,2018,4,8,18,17
152 avenue d'Argenteuil,4,4,0,1,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Argenteuil/152,station,ok,2018,4,2,10,31
171 boulevard Saint-Germain,0,0,0,0,Paris,PARKING,75006,Paris/Saint-Germain des PrÃ©s/Parking,station,ok,2018,4,3,13,36
7 Rue du Chevalier de la Barre,0,0,0,0,Le Bourget,STATION,93350,Le Bourget/Chevalier de la Barre/7,station,closed,2018,4,3,14,0
7 Rue Pruvot,0,0,0,0,Vanves,STATION,92170,Vanves/Pruvot/7,station,closed,2018,4,1,1,8
4 rue de Constantinople,2,2,0,2,Paris,STATION,75008,Paris/Constantinople/4,station,ok,2018,4,3,14,34
28 Rue de Paradis,1,1,0,0,Paris,STATION,75010,Paris/Paradis/28,station,ok,2018,4,2,20,28
19 Rue Polonceau,2,2,1,0,Paris,STATION,75018,Paris/Polonceau/19,station,ok,2018,4,9,18,53
5 Avenue Mac Mahon,3,3,0,0,Paris,STATION,75017,Paris/Mac Mahon/5,station,ok,2018,4,5,15,32
19 rue de Chateaubriand,0,0,0,0,Paris,STATION,75008,Paris/Chateaubriand/19,station,ok,2018,4,4,5,1
6 place du PrÃ©sident Mithouard,1,1,0,0,Paris,STATION,75007,Paris/Mithouard/6,station,ok,2018,4,5,10,8
2 Avenue John Fitzgerald Kennedy,4,4,0,0,Le Bourget,STATION,93350,Le Bourget/John Fitzgerald Kennedy/2,station,ok,2018,4,2,10,8
2 boulevard Pesaro,0,0,0,0,Nanterre,STATION,92000,Nanterre/Pesaro/2,station,ok,2018,4,6,3,5
3 rue de BÃ©rite,2,2,0,0,Paris,STATION,75006,Paris/BÃ©rite/3,station,ok,2018,4,9,11,58
109 Rue du 8 mai 1945,6,6,0,0,Nanterre,STATION,92000,Nanterre/8 mai 1945/109,station,ok,2018,4,9,12,36
10 rue Anatole de la Forge,0,0,0,0,Paris,STATION,75017,Paris/Anatole de la Forge/10,station,scheduled,2018,4,5,5,22
14 rue Lavoisier,2,2,0,0,Nanterre,STATION,92000,Nanterre/Lavoisier/14,station,ok,2018,4,7,20,24
28 rue Ãdouard Vaillant,4,4,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Ãdouard Vaillant/28,station,ok,2018,4,9,5,30
143 avenue Roger Salengro,0,0,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Roger Salengro/143,station,closed,2018,4,7,17,41
221 rue Saint-Jacques,1,1,0,0,Paris,STATION,75005,Paris/Saint-Jacques/221,station,ok,2018,4,4,22,7
1 place du 11 Novembre 1918,0,0,0,0,Clichy-sous-Bois,SPACE,93390,Clichy-sous-Bois/11 Novembre 1918/1,full_station,closed,2018,4,3,3,26
6 Rue Adolphe Yvon,3,3,0,0,Paris,STATION,75016,Paris/Adolphe Yvon/6,station,ok,2018,4,5,6,35
30 Quai de Dion Bouton,5,5,0,0,Puteaux,SPACE,92800,Puteaux/Dion Bouton/30,full_station,ok,2018,4,8,14,48
5 rue FrÃ©dÃ©ric LoliÃ©e,3,3,0,1,Paris,STATION,75020,Paris/FrÃ©dÃ©ric LoliÃ©e/5,station,ok,2018,4,9,10,49
35 rue Vauvenargues,3,3,0,0,Paris,STATION,75018,Paris/Vauvenargues/35,station,ok,2018,4,4,15,42
50 Boulevard Pereire,2,2,0,0,Paris,SPACE,75017,Paris/Pereire/50,full_station,ok,2018,4,9,23,38
17 rue Caulaincourt,1,1,0,0,Paris,STATION,75018,Paris/Caulaincourt/17,station,ok,2018,4,4,8,1
18 Rue PerrÃ©e,2,2,0,0,Paris,STATION,75003,Paris/PerrÃ©e/18,station,ok,2018,4,9,11,46
22 Boulevard de PÃ©saro,3,3,0,0,Nanterre,STATION,92000,Nanterre/PÃ©saro/22,station,ok,2018,4,6,7,56
2 Place Charles de Gaulle,1,1,0,0,Vaucresson,STATION,92420,Vaucresson/Charles de Gaulle/2,station,ok,2018,4,4,0,55
39 rue Julien Lacroix,4,4,0,0,Paris,STATION,75020,Paris/Julien Lacroix/39,station,ok,2018,4,6,6,55
125 rue Diderot,5,5,0,0,Drancy,STATION,93700,Drancy/Diderot/125,station,ok,2018,4,5,13,31
2 rue Pierre Renaudel,0,0,1,1,Champigny-sur-Marne,SPACE,94500,Champigny-sur-Marne/Pierre Renaudel/2,full_station,ok,2018,4,5,22,56
65 avenue Philippe Auguste,1,1,1,0,Paris,STATION,75011,Paris/Philippe Auguste/65,station,ok,2018,4,8,2,55
137 rue de la Pompe,1,1,0,0,Paris,STATION,75016,Paris/Pompe/137,station,ok,2018,4,9,17,0
61 Boulevard Haussmann,1,1,0,0,Paris,STATION,75008,Paris/Haussmann/61,station,ok,2018,4,3,6,40
4 Rue Lobau,0,0,1,0,Paris,PARKING,75004,Paris/Lobau/Parking,station,ok,2018,4,4,10,36
42 rue Gardenat Lapostol,5,5,0,1,Suresnes,STATION,92150,Suresnes/Gardenat Lapostol/42,station,ok,2018,4,6,0,31
181 quater Avenue de Clichy,3,3,0,1,Paris,STATION,75017,Paris/Clichy/181,station,ok,2018,4,4,3,18
143 boulevard Vincent Auriol,2,2,0,0,Paris,SPACE,75013,Paris/Vincent Auriol/143,full_station,ok,2018,4,5,23,42
51 avenue Raymond PoincarÃ©,3,3,1,1,Paris,STATION,75016,Paris/Raymond PoincarÃ©/51,station,ok,2018,4,9,13,44
77 Quai de Seine,0,0,0,0,Paris,STATION,75019,Paris/Seine/77,station,ok,2018,4,8,0,40
125 Avenue Louis Roche,6,6,0,0,Gennevilliers,STATION,92230,Gennevilliers/Louis Roche/125,station,ok,2018,4,3,13,31
16 rue de Botzaris,1,1,0,0,Paris,STATION,75019,Paris/Botzaris/16,station,ok,2018,4,7,5,16
47 Rue de VouillÃ©,2,2,0,0,Paris,STATION,75015,Paris/VouillÃ©/47,station,ok,2018,4,7,12,57
19 rue du GÃ©nÃ©ral Leclerc,3,3,0,0,Montfermeil,SPACE,93370,Montfermeil/Leclerc/19,full_station,ok,2018,4,7,8,47
4 rue Alexis de Tocqueville,5,5,0,1,Antony,STATION,92160,Antony/Alexis de Tocqueville/4,station,ok,2018,4,4,17,13
20 Chemin LatÃ©ral,0,0,0,0,Drancy,STATION,93700,Drancy/LatÃ©ral/20,station,ok,2018,4,3,20,16
157 rue Jeanne D'Arc,4,4,0,1,Paris,STATION,75013,Paris/Jeanne D'Arc/157,station,ok,2018,4,3,22,31
157 rue Saint-Maur,3,3,0,0,Paris,STATION,75011,Paris/Saint-Maur/157,station,ok,2018,4,2,4,11
13 avenue de la Grande ArmÃ©e,0,0,0,0,Paris,SPACE,75016,Paris/Grande ArmÃ©e/13,full_station,ok,2018,4,5,4,25
89 Avenue Albert Petit,6,6,0,0,Bagneux,STATION,92220,Bagneux/Albert Petit/89,station,ok,2018,4,1,4,17
6 rue Isidore Nerat,7,7,0,0,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Isidore Nerat/6,station,ok,2018,4,5,21,20
1 rue Fernand Labori,3,3,0,0,Paris,STATION,75018,Paris/Fernand Labori/1,station,ok,2018,4,1,1,1
123 Rue Salvador Allende,1,1,0,0,Nanterre,STATION,92000,Nanterre/Salvador Allende/123,station,ok,2018,4,9,18,7
4 Rue de Cotonou,4,4,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Cotonou/4,station,ok,2018,4,7,15,19
1 rue Jean Monnet,3,3,0,0,Nogent-sur-Marne,SPACE,94130,Nogent-sur-Marne/Jean Monnet/1,full_station,ok,2018,4,9,12,56
169 avenue de Flandre,1,1,0,0,Paris,SPACE,75019,Paris/Flandre/169,full_station,ok,2018,4,9,1,27
20 Avenue Lombard,3,3,0,0,Fontenay-aux-Roses,STATION,92260,Fontenay-aux-Roses/Lombard/20,station,ok,2018,4,4,14,54
23 rue des Bernardins,0,0,0,0,Paris,STATION,75005,Paris/Bernardins/23,station,ok,2018,4,7,5,9
28 Route d'Argenteuil,0,0,0,0,Epinay-sur-Seine,STATION,93800,Epinay-sur-Seine/Argenteuil/28,station,ok,2018,4,4,9,37
22 boulevard FÃ©lix Faure,6,6,0,0,Aulnay-sous-bois,SPACE,93600,Aulnay-sous-bois/FÃ©lix Faure/22,full_station,ok,2018,4,8,12,56
9 avenue Arblade,0,0,0,0,Malakoff,STATION,92240,Malakoff/Arblade/9,station,ok,2018,4,4,8,35
27 rue Geoffroy-Saint-Hilaire,5,5,0,0,Paris,STATION,75005,Paris/Geoffroy-Saint-Hilaire/27,station,ok,2018,4,8,9,42
77 Avenue de Wagram,2,2,0,0,Paris,STATION,75017,Paris/Wagram/77,station,ok,2018,4,6,0,7
106 Boulevard Voltaire,0,0,0,0,Paris,SPACE,75011,Paris/Voltaire/106,full_station,ok,2018,4,9,14,7
15 avenue Ãmile Deschanel,1,1,0,0,Paris,STATION,75007,Paris/Ãmile Deschanel/15,station,ok,2018,4,1,12,36
81 avenue de la Grande ArmÃ©e,0,0,0,0,Paris,STATION,75016,Paris/Grande ArmÃ©e/81,station,closed,2018,4,2,19,18
100 boulevard de la LIbertÃ©,0,0,0,0,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/LibertÃ©/100,station,closed,2018,4,5,13,43
35 Rue de Provence,4,4,0,0,Paris,STATION,75009,Paris/Provence/35,station,ok,2018,4,3,7,51
16 rue Raoul Nordling,2,2,0,0,Bois-Colombes,STATION,92270,Bois-Colombes/Raoul Nordling/16,station,ok,2018,4,8,17,31
78 avenue de Suffren,1,1,0,1,Paris,STATION,75015,Paris/Suffren/78,station,ok,2018,4,2,6,16
31 Boulevard Rochechouart,3,3,1,0,Paris,STATION,75009,Paris/Rochechouart/31,station,ok,2018,4,3,21,16
6 Rue Adolphe Yvon,4,4,0,0,Paris,STATION,75016,Paris/Adolphe Yvon/6,station,ok,2018,4,4,22,49
20 avenue RaphaÃ«l,5,5,0,0,Paris,STATION,75016,Paris/RaphaÃ«l/20,station,ok,2018,4,3,5,36
3 avenue LÃ©o Lagrange,1,1,0,0,Montreuil,STATION,93100,Montreuil/LÃ©o Lagrange/3,station,ok,2018,4,9,19,38
12 avenue Rabelais,4,4,0,0,Fontenay-Sous-Bois,SPACE,94120,Fontenay-Sous-Bois/Rabelais/12,full_station,ok,2018,4,1,5,1
1 place Saint Gervais,1,1,0,0,Paris,STATION,75004,Paris/Saint Gervais/1,station,ok,2018,4,5,6,20
15 rue Olier,4,4,0,0,Paris,STATION,75015,Paris/Olier/15,station,ok,2018,4,6,22,29
3 avenue LÃ©o Lagrange,6,6,0,0,Montreuil,STATION,93100,Montreuil/LÃ©o Lagrange/3,station,ok,2018,4,5,7,32
9 Boulevard Raspail,0,0,0,0,Paris,STATION,75007,Paris/Raspail/9,station,ok,2018,4,4,4,22
4 rue de Constantinople,0,0,0,0,Paris,STATION,75008,Paris/Constantinople/4,station,ok,2018,4,7,23,19
55 avenue de Valenton,1,1,0,0,Limeil-BrÃ©vannes,STATION,94450,Limeil-BrÃ©vannes/Valenton/55,station,ok,2018,4,4,17,57
180 Avenue Victor Hugo,1,1,0,0,Paris,STATION,75016,Paris/Victor Hugo/180,station,ok,2018,4,4,14,57
86 avenue de la RÃ©publique,3,3,0,0,Paris,STATION,75011,Paris/RÃ©publique/86,station,ok,2018,4,4,10,16
1 rue Pierre Chausson,0,0,0,0,Paris,STATION,75010,Paris/Pierre Chausson/1,station,closed,2018,4,5,22,51
203 Rue du Faubourg-Saint-Martin,5,5,0,0,Paris,STATION,75010,Paris/Faubourg-Saint-Martin/203,station,ok,2018,4,9,1,13
4 rue Massenet,5,5,0,0,Courbevoie,SPACE,92400,Courbevoie/Massenet/4,full_station,ok,2018,4,8,10,3
53 rue du Bois l'AbbÃ©,5,5,1,0,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Bois l'AbbÃ©/53,station,ok,2018,4,9,19,55
46 Quai Henri IV,0,0,0,0,Paris,STATION,75004,Paris/Henri IV/46,station,ok,2018,4,6,6,11
1 rue d'UzÃ¨s,1,1,0,0,Paris,STATION,75002,Paris/UzÃ¨s/1,station,ok,2018,4,3,19,18
6 place Adolphe Max,0,0,0,0,Paris,STATION,75009,Paris/Adolphe Max/6,station,ok,2018,4,8,13,56
89 Rue des PyrÃ©nÃ©es,1,1,0,1,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/89,station,ok,2018,4,5,16,32
53 avenue de Versailles,5,5,0,0,Paris,STATION,75016,Paris/Versailles/53,station,ok,2018,4,7,4,41
24 boulevard Paul Vaillant Couturier,1,1,0,0,Drancy,SPACE,93700,Drancy/Couturier/24,full_station,ok,2018,4,5,13,17
18 Rue PerrÃ©e,0,0,0,0,Paris,STATION,75003,Paris/PerrÃ©e/18,station,ok,2018,4,5,15,9
21 Rue Abel Gance,0,0,0,0,Paris,PARKING,75013,Paris/Vincent Auriol/Parking,station,ok,2018,4,2,9,39
1 rue du PrÃ© Saint Gervais,0,0,0,0,Pantin,SPACE,93500,Pantin/PrÃ© Saint Gervais/1,full_station,closed,2018,4,8,2,55
28 rue Ãdouard Vaillant,2,2,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Ãdouard Vaillant/28,station,ok,2018,4,1,3,25
65 boulevard de Picpus,5,5,0,0,Paris,PARKING,75012,Paris/Picpus Nation/Parking,station,ok,2018,4,4,23,41
183 Rue des Renouillers,0,0,0,0,Colombes,STATION,92700,Colombes/Renouillers/183,station,closed,2018,4,3,8,20
422 Rue Saint-HonorÃ©,0,0,0,0,Paris,STATION,75008,Paris/Saint-HonorÃ©/422,station,ok,2018,4,1,5,3
1 rue de l'Avenir,7,7,0,0,Ãpinay-sur-Seine,STATION,93800,Ãpinay-sur-Seine/Avenir/1,station,ok,2018,4,1,0,5
44 Avenue de Suffren,0,0,0,0,Paris,STATION,75015,Paris/Suffren/44,station,ok,2018,4,8,7,4
8 Place du 25 AoÃ»t 1944,1,1,0,1,Paris,STATION,75014,Paris/25 AoÃ»t 1944/8,station,ok,2018,4,9,20,53
199 avenue Daumesnil,2,2,0,2,Paris,STATION,75012,Paris/Daumesnil/199,station,ok,2018,4,9,0,11
169 avenue de Flandre,1,1,0,0,Paris,SPACE,75019,Paris/Flandre/169,full_station,ok,2018,4,5,19,36
13 rue Malher,0,0,0,0,Paris,STATION,75004,Paris/Malher/13,station,ok,2018,4,1,21,21
31 avenue Hoche,1,1,0,0,Paris,STATION,75008,Paris/Hoche/31,station,ok,2018,4,4,8,30
77 Rue Jean Bleuzen,1,1,0,0,Vanves,SPACE,92170,Vanves/Jean Bleuzen/77,full_station,ok,2018,4,6,1,45
1 Rue Ordener,0,0,0,0,Paris,STATION,75018,Paris/Ordener/1,station,ok,2018,4,1,16,38
1 rue de YÃ©limanÃ©,5,5,0,0,Montreuil,STATION,93100,Montreuil/YÃ©limanÃ©/1,station,ok,2018,4,4,18,50
36 quai de BÃ©thune,2,2,0,0,Paris,STATION,75004,Paris/BÃ©thune/36,station,ok,2018,4,4,13,57
16 avenue GalilÃ©e,7,7,0,0,Le Plessis-Robinson,STATION,92350,Le Plessis-Robinson/GalilÃ©e/16,station,ok,2018,4,7,15,22
40 Avenue de la Grande ArmÃ©e,3,3,0,0,Paris,STATION,75017,Paris/Grande ArmÃ©e/40,station,ok,2018,4,3,22,5
16 rue Raoul Nordling,0,0,0,0,Bois-Colombes,STATION,92270,Bois-Colombes/Raoul Nordling/16,station,ok,2018,4,8,15,11
24 rue du ChÃ¢teau Landon,5,5,0,0,Paris,STATION,75010,Paris/ChÃ¢teau Landon/24,station,ok,2018,4,5,5,24
422 Rue Saint-HonorÃ©,2,2,0,0,Paris,STATION,75008,Paris/Saint-HonorÃ©/422,station,ok,2018,4,2,13,4
19 rue Tronchet,0,0,0,0,Paris,STATION,75008,Paris/Tronchet/19,station,ok,2018,4,6,4,20
2 Rue de Rungis,3,3,0,0,Paris,STATION,75013,Paris/Rungis/2,station,ok,2018,4,2,8,33
204 rue Saint-Martin,0,0,0,0,Paris,STATION,75003,Paris/Saint-Martin/204,station,ok,2018,4,1,6,15
2 rue Paul Dautier,7,7,0,0,VÃ©lizy-Villacoublay,STATION,78140,VÃ©lizy-Villacoublay/Paul Dautier/2,station,ok,2018,4,7,13,45
5 Place du Commerce,6,6,0,0,Paris,STATION,75015,Paris/Commerce/5,station,ok,2018,4,5,4,10
30 avenue de Verdun,2,2,0,0,Villeneuve-la-Garenne,STATION,92390,Villeneuve-la-Garenne/Verdun/30,station,ok,2018,4,7,23,30
62 Avenue Parmentier,2,2,0,0,Paris,STATION,75011,Paris/Parmentier/62,station,ok,2018,4,2,19,32
229 Rue Raymond Losserand,1,1,0,0,Paris,STATION,75014,Paris/Raymond Losserand/229,station,ok,2018,4,1,10,33
90 boulevard National,4,4,0,0,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/National/90,station,ok,2018,4,2,11,24
1 place de Finlande,3,3,0,0,Colombes,STATION,92700,Colombes/Finlande/1,station,ok,2018,4,6,20,24
126 Avenue Philippe Auguste,5,5,1,0,Paris,STATION,75011,Paris/Philippe Auguste/126,station,ok,2018,4,4,6,52
55 avenue de Valenton,1,1,0,0,Limeil-BrÃ©vannes,STATION,94450,Limeil-BrÃ©vannes/Valenton/55,station,ok,2018,4,4,20,51
6 rue Rochambeau,0,0,0,0,Paris,STATION,75009,Paris/Rochambeau/6,station,ok,2018,4,8,9,20
61 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/De Gaulle/61,station,ok,2018,4,4,7,57
92 rue Pierre Brossolette,6,6,1,0,Yerres,STATION,91330,Yerres/Pierre Brossolette/92,station,ok,2018,4,7,5,40
40 rue de Meudon,5,5,0,0,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/Meudon/40,station,ok,2018,4,2,21,32
98 boulevard Murat,4,4,0,1,Paris,STATION,75016,Paris/Murat/98,station,ok,2018,4,1,22,32
2 rue PÃ©trarque,0,0,0,0,Paris,STATION,75016,Paris/PÃ©trarque/2,station,ok,2018,4,4,14,3
9 rue RenÃ© Sahors,4,4,0,1,Vanves,STATION,92170,Vanves/RenÃ© Sahors/9,station,ok,2018,4,8,7,53
47 Rue de VouillÃ©,0,0,0,0,Paris,STATION,75015,Paris/VouillÃ©/47,station,ok,2018,4,6,10,8
35 rue Mathis,1,1,0,0,Paris,STATION,75019,Paris/Mathis/35,station,ok,2018,4,7,20,33
67 Rue Dulong,1,1,1,0,Paris,STATION,75017,Paris/Dulong/67,station,ok,2018,4,6,4,51
26 rue HuchÃ©,3,3,0,1,Suresnes,STATION,92150,Suresnes/HuchÃ©/26,station,ok,2018,4,5,9,24
18 Rue PerrÃ©e,0,0,0,0,Paris,STATION,75003,Paris/PerrÃ©e/18,station,ok,2018,4,6,4,18
42 bis avenue Georges Mandel,1,1,0,0,Paris,STATION,75016,Paris/Georges Mandel/42,station,ok,2018,4,4,5,17
53 Grande Rue,2,2,1,0,SÃ¨vres,SPACE,92310,SÃ¨vres/Grande Rue/53,full_station,ok,2018,4,2,13,8
18 Avenue Victor Hugo,2,2,0,0,Paris,STATION,75016,Paris/Victor Hugo/18,station,ok,2018,4,3,22,6
16 Rue Molitor,2,2,0,0,Paris,STATION,75016,Paris/Molitor/16,station,ok,2018,4,3,0,11
27 rue du Port,5,5,1,0,Nogent-sur-Marne,STATION,94130,Nogent-sur-Marne/Port/27,station,ok,2018,4,6,22,39
3 avenue Lavoisier,0,0,0,1,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Lavoisier/3,station,ok,2018,4,4,2,19
3 Rue Dulcie September,1,1,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Dulcie September/3,station,ok,2018,4,6,15,23
5 Rue Henry Brisson,4,4,0,1,Paris,STATION,75018,Paris/Henry Brisson/5,station,ok,2018,4,9,9,6
63 Boulevard Richard Lenoir,2,2,0,0,Paris,STATION,75011,Paris/Richard Lenoir/63,station,ok,2018,4,1,19,38
64 Rue de Fitzelin,1,1,0,0,Ãpinay-sur-Seine,STATION,93800,Ãpinay-sur-Seine/Fitzelin/64,station,ok,2018,4,9,17,39
161 rue du Faubourg Saint-HonorÃ©,0,0,0,0,Paris,STATION,75008,Paris/Saint-HonorÃ©/161,station,ok,2018,4,5,23,16
24 rue Caillaux,1,1,0,0,Paris,STATION,75013,Paris/Caillaux/24,station,ok,2018,4,9,21,2
16 rue Guynemer,0,0,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Guynemer/16,station,ok,2018,4,6,21,48
38 avenue des Ternes,5,5,0,0,Paris,PARKING,75017,Paris/Ternes/Parking,station,ok,2018,4,8,21,6
100 boulevard de la LIbertÃ©,0,0,0,0,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/LibertÃ©/100,station,closed,2018,4,2,16,19
123 boulevard Victor Hugo,3,3,0,0,Clichy-la-Garenne,STATION,92210,Clichy-la-Garenne/Victor Hugo/123,station,ok,2018,4,5,4,17
98 rue de Turenne,0,0,0,0,Paris,STATION,75003,Paris/Turenne/98,station,ok,2018,4,8,12,56
22 rue de Lorraine,2,2,0,0,Paris,STATION,75019,Paris/Lorraine/22,station,ok,2018,4,3,21,7
171 boulevard Saint-Germain,0,0,0,0,Paris,PARKING,75006,Paris/Saint-Germain des PrÃ©s/Parking,station,ok,2018,4,8,20,21
6 Rue Marcel Paul,0,0,0,0,Villejuif,STATION,94800,Villejuif/Marcel Paul/6,station,ok,2018,4,1,11,9
89 avenue KlÃ©ber,3,3,0,0,Paris,STATION,75016,Paris/KlÃ©ber/89,station,ok,2018,4,3,7,59
24 Avenue d'IÃ©na,2,2,0,0,Paris,STATION,75016,Paris/IÃ©na/24,station,ok,2018,4,7,17,19
1 rue Jean Sicard,6,6,0,0,Paris,STATION,75015,Paris/Jean Sicard/1,station,ok,2018,4,4,14,46
98 boulevard Murat,0,0,0,0,Paris,STATION,75016,Paris/Murat/98,station,ok,2018,4,7,21,50
77 Rue Jean Bleuzen,4,4,0,0,Vanves,SPACE,92170,Vanves/Jean Bleuzen/77,full_station,ok,2018,4,3,8,26
40 rue de Courcelles,2,2,0,0,Paris,STATION,75008,Paris/Courcelles/40,station,ok,2018,4,4,5,44
20 rue Clovis,0,0,0,0,Paris,STATION,75005,Paris/Clovis/20,station,ok,2018,4,7,6,28
17 rue Guynemer,5,5,0,0,Dugny,SPACE,93440,Dugny/Guynemer/17,full_station,ok,2018,4,1,8,15
230 Rue de Vaugirard,4,4,0,0,Paris,STATION,75015,Paris/Vaugirard/230,station,ok,2018,4,9,0,29
7 boulevard d'AlgÃ©rie,1,1,0,0,Paris,STATION,75019,Paris/AlgÃ©rie/7,station,ok,2018,4,1,21,32
188 Avenue de Choisy,1,1,0,0,Paris,STATION,75013,Paris/Choisy/188,station,ok,2018,4,9,9,47
31 boulevard de Grenelle,0,0,0,0,Paris,PARKING,75015,Paris/Grenelle 31/Parking,station,closed,2018,4,8,21,4
2 bis rue Valette,0,0,0,0,Paris,STATION,75005,Paris/Valette/2,station,ok,2018,4,6,0,39
39 Rue Notre-Dame des Champs,0,0,0,0,Paris,STATION,75006,Paris/Notre-Dame des Champs/39,station,ok,2018,4,3,6,25
23 rue du DÃ©part,1,1,0,0,Paris,STATION,75014,Paris/DÃ©part/23,station,ok,2018,4,4,17,40
9 boulevard Paul Vaillant Couturier,5,5,0,0,Villejuif,SPACE,94800,Villejuif/Paul Vaillant Couturier/9,full_station,ok,2018,4,9,12,23
15 avenue Ãmile Deschanel,2,2,0,0,Paris,STATION,75007,Paris/Ãmile Deschanel/15,station,ok,2018,4,5,16,21
50 Boulevard Henri Sellier,4,4,0,0,Suresnes,STATION,92150,Suresnes/Henri Sellier/50,station,ok,2018,4,9,10,5
5 Place du Commerce,5,5,1,0,Paris,STATION,75015,Paris/Commerce/5,station,ok,2018,4,1,22,26
5 bis Rue du Capitaine Ferber,6,6,0,0,Paris,STATION,75020,Paris/Capitaine Ferber/5,station,ok,2018,4,3,8,0
13 rue Malher,0,0,0,1,Paris,STATION,75004,Paris/Malher/13,station,ok,2018,4,4,1,44
16 rue de Botzaris,6,6,0,0,Paris,STATION,75019,Paris/Botzaris/16,station,ok,2018,4,6,4,6
37 quai de Grenelle,1,1,0,0,Paris,STATION,75015,Paris/Grenelle/37,station,ok,2018,4,3,3,42
77 rue Jules Michelet,0,0,0,0,Colombes,STATION,92700,Colombes/Jules Michelet/77,station,closed,2018,4,7,23,37
75 Rue de la Convention,1,1,0,0,Paris,STATION,75015,Paris/Convention/75,station,ok,2018,4,7,11,2
58 Rue Saint Placide,1,1,0,0,Paris,STATION,75006,Paris/Saint Placide/58,station,ok,2018,4,6,15,49
20 avenue Ledru Rollin,2,2,0,0,Paris,STATION,75012,Paris/Ledru Rollin/20,station,ok,2018,4,1,7,31
1 Rue de WolfenbÃ¼ttel,3,3,0,0,SÃ¨vres,STATION,92310,SÃ¨vres/WolfenbÃ¼ttel/1,station,ok,2018,4,5,13,12
